time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%),Elapsed_sec,Beta (deg)
2025-05-21 22:28:51.193,WT901BLE68(4F145CEDD531),0.285,0.972,0.174,7.507,-9.583,-0.549,82.22,-16.61,-145.08,-56.558,-55.975,34.558,-0.31471710247528845,-0.09155497531494332,0.6525954635884151,0.6831471238382405,25.6,13113,90,0.971,87.14231205711654
2025-05-21 22:28:51.250,WT901BLE68(4F145CEDD531),0.242,0.938,0.141,-1.16,-12.024,6.042,82.61,-17.06,-145.95,-56.558,-55.975,34.558,-0.31471710247528845,-0.09155497531494332,0.6525954635884151,0.6831471238382405,25.6,13113,100,0.971,87.14231205711654
2025-05-21 22:28:51.391,WT901BLE68(4F145CEDD531),0.257,0.929,0.147,2.075,-16.968,2.014,83.22,-17.74,-147.07,-56.558,-55.975,34.558,-0.31471710247528845,-0.09155497531494332,0.6525954635884151,0.6831471238382405,25.6,13113,100,0.971,87.14231205711654
2025-05-21 22:28:51.454,WT901BLE68(4F145CEDD531),0.28,0.99,0.134,9.033,-15.808,-3.601,84.09,-17.42,-148.07,-56.558,-55.975,34.558,-0.31471710247528845,-0.09155497531494332,0.6525954635884151,0.6831471238382405,25.6,13113,100,0.971,87.14231205711654
2025-05-21 22:28:51.594,WT901BLE68(4F145CEDD531),0.3,0.922,0.09,-6.104,-6.653,-3.723,84.13,-17.2,-148.95,-56.558,-55.975,34.558,-0.31471710247528845,-0.09155497531494332,0.6525954635884151,0.6831471238382405,26.7,13113,100,0.972,87.14231205711654
2025-05-21 22:28:51.656,WT901BLE68(4F145CEDD531),0.249,0.958,0.109,1.526,25.085,2.869,83.28,-16.95,-147.55,-56.558,-55.975,34.558,-0.31471710247528845,-0.09155497531494332,0.6525954635884151,0.6831471238382405,26.7,13113,100,0.972,87.14231205711654
2025-05-21 22:28:51.792,WT901BLE68(4F145CEDD531),0.195,1.006,0.05,3.967,32.043,-1.77,83.08,-16.68,-144.11,-56.558,-55.975,34.558,-0.31471710247528845,-0.09155497531494332,0.6525954635884151,0.6831471238382405,26.7,13113,100,1.011,87.14231205711654
2025-05-21 22:28:51.859,WT901BLE68(4F145CEDD531),0.248,1.0,0.045,12.939,20.874,-8.606,83.25,-15.75,-140.93,-53.767,-55.2,35.35,-0.31471710247528845,-0.09155497531494332,0.6525954635884151,0.6831471238382405,26.7,13113,100,1.012,87.14231205711654
2025-05-21 22:28:51.996,WT901BLE68(4F145CEDD531),0.241,0.935,0.042,8.057,24.78,-0.061,83.79,-14.89,-138.33,-53.767,-55.2,35.35,-0.31471710247528845,-0.09155497531494332,0.6525954635884151,0.6831471238382405,26.7,13113,100,1.012,87.14231205711654
2025-05-21 22:28:52.630,WT901BLE68(4F145CEDD531),0.251,0.982,0.061,19.714,35.889,11.292,84.48,-15.06,-134.8,-53.767,-55.2,35.35,-0.3633290960436301,-0.16656875460908602,0.6525942993978456,0.6437138326535572,26.7,13113,100,1.012,83.35168924701782
2025-05-21 22:28:52.195,WT901BLE68(4F145CEDD531),0.277,0.978,0.1,16.174,48.096,19.165,85.12,-16.27,-130.05,-53.767,-55.2,35.35,-0.3633290960436301,-0.16656875460908602,0.6525942993978456,0.6437138326535572,26.7,13113,100,1.012,83.35168924701782
2025-05-21 22:28:52.264,WT901BLE68(4F145CEDD531),0.274,0.989,0.13,10.437,54.749,11.047,84.77,-17.15,-124.71,-60.4,-52.217,33.317,-0.3633290960436301,-0.16656875460908602,0.6525942993978456,0.6437138326535572,26.7,13113,100,1.012,83.35168924701782
2025-05-21 22:28:52.400,WT901BLE68(4F145CEDD531),0.24,0.962,0.179,24.048,54.871,2.258,84.51,-17.22,-119.27,-60.4,-52.217,33.317,-0.3633290960436301,-0.16656875460908602,0.6525942993978456,0.6437138326535572,26.7,13113,100,1.012,83.35168924701782
2025-05-21 22:28:52.467,WT901BLE68(4F145CEDD531),0.354,0.917,0.034,23.438,65.918,-4.395,84.67,-16.31,-113.78,-60.4,-52.217,33.317,-0.4808023040043716,-0.27845870900217823,0.6150313225443528,0.559487590688366,26.7,13113,100,1.012,77.35740109615578
2025-05-21 22:28:52.602,WT901BLE68(4F145CEDD531),0.294,0.95,0.023,23.926,78.735,-10.864,85.38,-14.75,-107.25,-60.4,-52.217,33.317,-0.4808023040043716,-0.27845870900217823,0.6150313225443528,0.559487590688366,26.7,13113,100,1.059,77.35740109615578
2025-05-21 22:28:52.668,WT901BLE68(4F145CEDD531),0.289,0.958,0.017,21.729,79.59,2.014,85.86,-14.19,-100.28,-65.025,-50.575,25.083,-0.4808023040043716,-0.27845870900217823,0.6150313225443528,0.559487590688366,26.7,13113,100,1.059,77.35740109615578
2025-05-21 22:28:52.792,WT901BLE68(4F145CEDD531),0.352,0.969,0.029,23.987,70.19,1.282,86.8,-14.0,-93.95,-65.025,-50.575,25.083,-0.5708727581726241,-0.4231616946649308,0.5456308675637266,0.4442132714207666,26.7,13113,100,1.059,75.68708099406604
2025-05-21 22:28:52.871,WT901BLE68(4F145CEDD531),0.323,0.958,0.031,13.367,66.589,9.46,87.19,-14.43,-88.6,-65.025,-50.575,25.083,-0.5708727581726241,-0.4231616946649308,0.5456308675637266,0.4442132714207666,26.7,13113,100,1.059,75.68708099406604
2025-05-21 22:28:52.995,WT901BLE68(4F145CEDD531),0.304,0.945,0.026,18.188,76.477,7.507,86.72,-15.3,-82.56,-65.025,-50.575,25.083,-0.5708727581726241,-0.4231616946649308,0.5456308675637266,0.4442132714207666,26.7,13113,100,1.059,75.68708099406604
2025-05-21 22:28:53.730,WT901BLE68(4F145CEDD531),0.324,0.998,0.058,14.404,66.895,4.639,86.95,-15.63,-76.77,-67.9,-48.508,14.125,-0.5708727581726241,-0.4231616946649308,0.5456308675637266,0.4442132714207666,26.7,13113,100,1.059,75.68708099406604
2025-05-21 22:28:53.190,WT901BLE68(4F145CEDD531),0.32,0.947,0.06,2.441,59.814,8.728,86.32,-15.9,-72.3,-67.9,-48.508,14.125,-0.65818083842617,-0.4928905825914277,0.4634987589044536,0.33019048746948765,26.7,13113,100,1.059,72.77851573075932
2025-05-21 22:28:53.276,WT901BLE68(4F145CEDD531),0.27,0.945,0.094,6.714,64.087,10.01,84.75,-16.63,-67.73,-67.9,-48.508,14.125,-0.65818083842617,-0.4928905825914277,0.4634987589044536,0.33019048746948765,26.7,13113,100,1.059,72.77851573075932
2025-05-21 22:28:53.395,WT901BLE68(4F145CEDD531),0.29,0.934,0.126,11.23,57.007,11.292,83.83,-17.07,-63.22,-67.9,-48.508,14.125,-0.65818083842617,-0.4928905825914277,0.4634987589044536,0.33019048746948765,26.7,13113,100,1.081,72.77851573075932
2025-05-21 22:28:53.477,WT901BLE68(4F145CEDD531),0.28,0.962,0.117,15.442,41.382,1.709,83.49,-17.41,-60.27,-67.058,-46.942,0.567,-0.65818083842617,-0.4928905825914277,0.4634987589044536,0.33019048746948765,26.7,13113,100,1.081,72.77851573075932
2025-05-21 22:28:53.599,WT901BLE68(4F145CEDD531),0.286,0.952,0.103,11.78,39.673,2.686,83.95,-17.0,-58.49,-67.058,-46.942,0.567,-0.65818083842617,-0.4928905825914277,0.4634987589044536,0.33019048746948765,26.7,13113,100,1.081,72.77851573075932
2025-05-21 22:28:53.681,WT901BLE68(4F145CEDD531),0.237,0.922,0.078,17.273,30.64,-3.662,84.47,-16.51,-56.8,-67.058,-46.942,0.567,-0.690164192179462,-0.5356142961332467,0.4093862135723999,0.263046843257642,26.7,13113,100,1.081,73.27087510867129
2025-05-21 22:28:53.794,WT901BLE68(4F145CEDD531),0.222,0.99,0.077,17.883,34.607,-1.587,85.42,-15.89,-55.57,-62.383,-49.55,-1.275,-0.690164192179462,-0.5356142961332467,0.4093862135723999,0.263046843257642,26.7,13113,100,1.081,73.27087510867129
2025-05-21 22:28:53.895,WT901BLE68(4F145CEDD531),0.208,0.981,0.098,8.301,21.118,-10.132,85.73,-15.14,-54.88,-62.383,-49.55,-1.275,-0.690164192179462,-0.5356142961332467,0.4093862135723999,0.263046843257642,26.7,13113,100,1.081,73.27087510867129
2025-05-21 22:28:53.996,WT901BLE68(4F145CEDD531),0.196,0.958,0.09,6.042,16.235,-5.493,85.83,-12.47,-56.08,-62.383,-49.55,-1.275,-0.690164192179462,-0.5356142961332467,0.4093862135723999,0.263046843257642,26.7,13113,100,1.081,73.27087510867129
2025-05-21 22:28:54.930,WT901BLE68(4F145CEDD531),0.209,0.96,0.078,3.052,12.085,3.967,85.85,-12.78,-56.56,-62.383,-49.55,-1.275,-0.6765844206124113,-0.5570465724499943,0.3930358044533712,0.27830827210841624,26.7,13113,100,1.081,77.02727191679251
2025-05-21 22:28:54.199,WT901BLE68(4F145CEDD531),0.202,0.959,0.089,9.888,7.69,-0.305,86.33,-12.76,-57.66,-62.383,-49.55,-1.275,-0.6765844206124113,-0.5570465724499943,0.3930358044533712,0.27830827210841624,26.7,13113,100,1.124,77.02727191679251
2025-05-21 22:28:54.298,WT901BLE68(4F145CEDD531),0.223,1.02,0.102,14.648,0.122,0.732,87.44,-12.64,-59.1,-58.708,-52.517,-2.25,-0.6765844206124113,-0.5570465724499943,0.3930358044533712,0.27830827210841624,26.7,13113,100,1.125,77.02727191679251
2025-05-21 22:28:54.402,WT901BLE68(4F145CEDD531),0.253,1.012,0.072,7.568,-9.277,-0.122,88.6,-12.52,-61.82,-58.708,-52.517,-2.25,-0.6765844206124113,-0.5570465724499943,0.3930358044533712,0.27830827210841624,26.7,13113,100,1.125,77.02727191679251
2025-05-21 22:28:54.500,WT901BLE68(4F145CEDD531),0.256,0.972,0.068,-10.132,4.578,2.625,87.98,-12.69,-63.83,-58.708,-52.517,-2.25,-0.6481207478969799,-0.5419124317788765,0.43304390736628956,0.3142346045901061,26.7,13113,100,1.125,77.57420216201385
2025-05-21 22:28:54.625,WT901BLE68(4F145CEDD531),0.233,0.986,0.081,-19.409,9.338,10.254,86.27,-13.41,-64.75,-58.708,-52.517,-2.25,-0.6481207478969799,-0.5419124317788765,0.43304390736628956,0.3142346045901061,26.7,13113,100,1.125,77.57420216201385
2025-05-21 22:28:54.695,WT901BLE68(4F145CEDD531),0.289,0.956,0.087,0.793,-4.639,11.658,85.76,-14.24,-66.17,-60.225,-50.908,-3.208,-0.6481207478969799,-0.5419124317788765,0.43304390736628956,0.3142346045901061,26.7,13113,100,1.125,77.57420216201385
2025-05-21 22:28:54.807,WT901BLE68(4F145CEDD531),0.28,0.944,0.075,1.77,5.249,3.418,85.73,-14.95,-67.43,-60.225,-50.908,-3.208,-0.6481207478969799,-0.5419124317788765,0.43304390736628956,0.3142346045901061,26.7,13113,100,1.125,77.57420216201385
2025-05-21 22:28:54.900,WT901BLE68(4F145CEDD531),0.271,0.953,0.062,3.967,8.24,3.906,85.67,-15.17,-67.94,-60.225,-50.908,-3.208,-0.6527422351983938,-0.5045449165820864,0.4575725968883962,0.3316463781140833,26.7,13113,100,1.125,74.2827533667528
2025-05-21 22:28:55.800,WT901BLE68(4F145CEDD531),0.298,0.975,0.059,5.737,12.329,11.841,85.99,-15.83,-68.15,-60.225,-50.908,-3.208,-0.6527422351983938,-0.5045449165820864,0.4575725968883962,0.3316463781140833,26.7,13113,100,1.169,74.2827533667528
2025-05-21 22:28:55.970,WT901BLE68(4F145CEDD531),0.31,0.937,0.06,1.221,12.39,17.273,85.96,-17.73,-67.81,-62.633,-49.25,-4.283,-0.6527422351983938,-0.5045449165820864,0.4575725968883962,0.3316463781140833,26.7,13113,100,1.169,74.2827533667528
2025-05-21 22:28:55.212,WT901BLE68(4F145CEDD531),0.313,0.957,0.057,3.357,10.132,-0.977,85.94,-17.89,-67.93,-62.633,-49.25,-4.283,-0.6527422351983938,-0.5045449165820864,0.4575725968883962,0.3316463781140833,26.7,13113,100,1.169,74.2827533667528
2025-05-21 22:28:55.277,WT901BLE68(4F145CEDD531),0.294,0.955,0.081,2.197,12.207,-2.563,85.83,-17.67,-67.96,-62.633,-49.25,-4.283,-0.6585833613046599,-0.495122599004349,0.4689908784848806,0.31807094187588764,26.7,13113,100,1.169,72.0992559208864
2025-05-21 22:28:55.414,WT901BLE68(4F145CEDD531),0.28,0.954,0.098,3.784,10.376,-3.296,85.76,-17.32,-68.04,-62.633,-49.25,-4.283,-0.6585833613046599,-0.495122599004349,0.4689908784848806,0.31807094187588764,26.7,13113,100,1.17,72.0992559208864
2025-05-21 22:28:55.481,WT901BLE68(4F145CEDD531),0.29,0.97,0.09,2.869,5.676,-2.869,85.95,-16.98,-68.55,-60.733,-49.892,-5.158,-0.6585833613046599,-0.495122599004349,0.4689908784848806,0.31807094187588764,26.7,13113,100,1.17,72.0992559208864
2025-05-21 22:28:55.616,WT901BLE68(4F145CEDD531),0.291,0.967,0.104,-1.099,0.122,-3.052,85.77,-16.68,-69.53,-60.733,-49.892,-5.158,-0.6585833613046599,-0.495122599004349,0.4689908784848806,0.31807094187588764,26.7,13113,100,1.17,72.0992559208864
2025-05-21 22:28:55.704,WT901BLE68(4F145CEDD531),0.295,0.976,0.09,0.366,-1.404,4.578,85.74,-16.62,-70.91,-60.733,-49.892,-5.158,-0.6473447028139846,-0.48546602483202894,0.47820563561754204,0.3414483043391555,26.7,13113,100,1.17,72.81418197683455
2025-05-21 22:28:55.819,WT901BLE68(4F145CEDD531),0.306,0.955,0.103,-4.761,8.972,2.991,85.31,-17.09,-71.72,-60.733,-49.892,-5.158,-0.6473447028139846,-0.48546602483202894,0.47820563561754204,0.3414483043391555,26.7,13113,100,1.214,72.81418197683455
2025-05-21 22:28:55.896,WT901BLE68(4F145CEDD531),0.286,0.998,0.099,-16.968,14.526,-0.61,83.84,-16.96,-71.74,-60.533,-48.975,-6.958,-0.6473447028139846,-0.48546602483202894,0.47820563561754204,0.3414483043391555,26.7,13113,100,1.214,72.81418197683455
2025-05-21 22:28:56.220,WT901BLE68(4F145CEDD531),0.266,0.978,0.104,-12.817,11.963,-11.292,82.17,-16.28,-71.25,-60.533,-48.975,-6.958,-0.6473447028139846,-0.48546602483202894,0.47820563561754204,0.3414483043391555,26.7,13113,100,1.214,72.81418197683455
2025-05-21 22:28:56.100,WT901BLE68(4F145CEDD531),0.231,0.948,0.164,-33.264,13.245,-8.118,80.15,-14.89,-70.85,-60.533,-48.975,-6.958,-0.6700757641040894,-0.45882448894238587,0.44634382280899226,0.3758400597958314,26.7,13113,100,1.214,72.75557335149028
2025-05-21 22:28:56.225,WT901BLE68(4F145CEDD531),0.209,0.929,0.222,-39.307,5.92,-2.502,76.41,-14.28,-70.7,-60.533,-48.975,-6.958,-0.6700757641040894,-0.45882448894238587,0.44634382280899226,0.3758400597958314,26.7,13113,100,1.214,72.75557335149028
2025-05-21 22:28:56.300,WT901BLE68(4F145CEDD531),0.204,0.924,0.29,-32.166,-0.854,-5.432,72.97,-13.96,-71.14,-56.325,-44.583,-18.517,-0.6700757641040894,-0.45882448894238587,0.44634382280899226,0.3758400597958314,26.7,13113,100,1.214,72.75557335149028
2025-05-21 22:28:56.428,WT901BLE68(4F145CEDD531),0.239,0.92,0.333,-24.475,-10.742,-2.441,70.44,-13.77,-72.49,-56.325,-44.583,-18.517,-0.6700757641040894,-0.45882448894238587,0.44634382280899226,0.3758400597958314,26.7,13113,100,1.214,72.75557335149028
2025-05-21 22:28:56.498,WT901BLE68(4F145CEDD531),0.229,0.894,0.363,-22.217,-9.583,-6.897,68.52,-13.6,-74.25,-56.325,-44.583,-18.517,-0.6943205496953508,-0.3827778679705237,0.41461018550808554,0.44665251833571606,26.7,13113,100,1.214,72.0633494856406
2025-05-21 22:28:56.629,WT901BLE68(4F145CEDD531),0.246,0.896,0.393,-19.897,-12.817,-7.08,66.78,-13.29,-75.95,-56.325,-44.583,-18.517,-0.6943205496953508,-0.3827778679705237,0.41461018550808554,0.44665251833571606,26.7,13113,100,1.26,72.0633494856406
2025-05-21 22:28:56.703,WT901BLE68(4F145CEDD531),0.266,0.866,0.416,-9.338,-14.16,-2.258,65.76,-13.36,-77.82,-57.117,-39.125,-22.542,-0.6943205496953508,-0.3827778679705237,0.41461018550808554,0.44665251833571606,26.7,13113,100,1.261,72.0633494856406
2025-05-21 22:28:56.853,WT901BLE68(4F145CEDD531),0.285,0.869,0.397,9.888,-21.545,-0.061,66.12,-14.04,-79.85,-57.117,-39.125,-22.542,-0.6943205496953508,-0.3827778679705237,0.41461018550808554,0.44665251833571606,26.7,13113,100,1.261,72.0633494856406
2025-05-21 22:28:56.900,WT901BLE68(4F145CEDD531),0.305,0.884,0.355,21.729,-24.78,-1.648,68.24,-14.79,-82.34,-57.117,-39.125,-22.542,-0.6599787670704034,-0.3489904996583912,0.454066671819629,0.4862685633547186,26.7,13113,100,1.261,73.53097017880613
2025-05-21 22:28:57.110,WT901BLE68(4F145CEDD531),0.326,0.92,0.297,27.649,-25.452,2.869,71.53,-15.77,-85.11,-57.117,-39.125,-22.542,-0.6599787670704034,-0.3489904996583912,0.454066671819629,0.4862685633547186,26.7,13113,100,1.261,73.53097017880613
2025-05-21 22:28:57.101,WT901BLE68(4F145CEDD531),0.331,0.93,0.227,25.94,-25.574,4.822,74.73,-17.02,-87.78,-62.817,-43.758,-12.042,-0.6599787670704034,-0.3489904996583912,0.454066671819629,0.4862685633547186,26.7,13113,100,1.261,73.53097017880613
2025-05-21 22:28:57.214,WT901BLE68(4F145CEDD531),0.331,0.931,0.173,21.118,-26.978,1.892,77.77,-18.13,-90.46,-62.817,-43.758,-12.042,-0.6599787670704034,-0.3489904996583912,0.454066671819629,0.4862685633547186,26.7,13113,100,1.261,73.53097017880613
2025-05-21 22:28:57.304,WT901BLE68(4F145CEDD531),0.355,0.947,0.131,22.095,-26.001,-1.892,80.76,-18.72,-93.2,-62.817,-43.758,-12.042,-0.5874122478556932,-0.3493951291917251,0.5554899519407611,0.47360406254493875,26.7,13113,100,1.261,72.10675224675343
2025-05-21 22:28:57.415,WT901BLE68(4F145CEDD531),0.314,0.937,0.098,13.0,-16.541,-1.892,83.08,-19.02,-95.31,-62.817,-43.758,-12.042,-0.5874122478556932,-0.3493951291917251,0.5554899519407611,0.47360406254493875,26.7,13113,100,1.289,72.10675224675343
2025-05-21 22:28:57.507,WT901BLE68(4F145CEDD531),0.312,0.907,0.096,11.963,-8.789,-3.784,84.61,-18.88,-96.6,-66.408,-47.1,-0.217,-0.5874122478556932,-0.3493951291917251,0.5554899519407611,0.47360406254493875,26.7,13113,100,1.289,72.10675224675343
2025-05-21 22:28:57.619,WT901BLE68(4F145CEDD531),0.288,0.988,0.094,-4.822,-5.859,-16.113,85.44,-17.45,-97.16,-66.408,-47.1,-0.217,-0.5874122478556932,-0.3493951291917251,0.5554899519407611,0.47360406254493875,26.7,13113,100,1.289,72.10675224675343
2025-05-21 22:28:57.707,WT901BLE68(4F145CEDD531),0.307,0.969,0.15,-16.113,-5.737,-4.333,84.34,-16.75,-97.82,-66.408,-47.1,-0.217,-0.5567373162351693,-0.3518635842360014,0.5690381407181809,0.4923730021110531,26.7,13113,100,1.289,74.4831539774103
2025-05-21 22:28:57.823,WT901BLE68(4F145CEDD531),0.317,0.971,0.221,-27.222,0.122,7.202,81.82,-16.92,-98.02,-66.408,-47.1,-0.217,-0.5567373162351693,-0.3518635842360014,0.5690381407181809,0.4923730021110531,26.7,13113,100,1.289,74.4831539774103
2025-05-21 22:28:57.911,WT901BLE68(4F145CEDD531),0.322,0.941,0.284,-42.969,3.418,15.137,78.08,-18.07,-97.58,-65.733,-45.075,-6.308,-0.5567373162351693,-0.3518635842360014,0.5690381407181809,0.4923730021110531,26.7,13113,100,1.289,74.4831539774103
2025-05-21 22:28:58.250,WT901BLE68(4F145CEDD531),0.333,0.926,0.311,-29.297,-2.625,3.296,74.09,-18.87,-97.31,-65.733,-45.075,-6.308,-0.5567373162351693,-0.3518635842360014,0.5690381407181809,0.4923730021110531,26.7,13113,100,1.289,74.4831539774103
2025-05-21 22:28:58.115,WT901BLE68(4F145CEDD531),0.292,0.912,0.317,-15.503,6.226,-1.526,72.16,-18.69,-97.13,-65.733,-45.075,-6.308,-0.6020520098792359,-0.2866352398119441,0.517877534493808,0.5358884920997431,26.7,13113,100,1.289,74.85115253633923
2025-05-21 22:28:58.227,WT901BLE68(4F145CEDD531),0.32,0.899,0.318,-13.916,7.996,2.075,70.54,-18.26,-95.64,-65.733,-45.075,-6.308,-0.6020520098792359,-0.2866352398119441,0.517877534493808,0.5358884920997431,26.7,13113,100,1.326,74.85115253633923
2025-05-21 22:28:58.316,WT901BLE68(4F145CEDD531),0.31,0.897,0.338,-12.817,2.441,0.732,69.05,-18.26,-94.91,-65.075,-40.575,-14.2,-0.6020520098792359,-0.2866352398119441,0.517877534493808,0.5358884920997431,26.7,13113,100,1.326,74.85115253633923
2025-05-21 22:28:58.430,WT901BLE68(4F145CEDD531),0.308,0.893,0.363,-9.705,2.869,-2.441,67.98,-18.08,-94.33,-65.075,-40.575,-14.2,-0.6020520098792359,-0.2866352398119441,0.517877534493808,0.5358884920997431,26.7,13113,100,1.326,74.85115253633923
2025-05-21 22:28:58.517,WT901BLE68(4F145CEDD531),0.318,0.887,0.375,-10.437,1.465,-4.456,67.05,-17.69,-94.06,-65.075,-40.575,-14.2,-0.624148748918888,-0.2774572253289585,0.48437007106339297,0.5466639384427933,26.7,13113,100,1.326,75.61998341925016
2025-05-21 22:28:58.630,WT901BLE68(4F145CEDD531),0.31,0.892,0.389,-7.141,-1.343,-0.549,66.22,-17.44,-93.97,-65.075,-40.575,-14.2,-0.624148748918888,-0.2774572253289585,0.48437007106339297,0.5466639384427933,26.7,13113,100,1.326,75.61998341925016
2025-05-21 22:28:58.720,WT901BLE68(4F145CEDD531),0.304,0.882,0.406,4.333,-3.235,0.244,66.28,-17.58,-94.07,-65.217,-38.925,-16.208,-0.624148748918888,-0.2774572253289585,0.48437007106339297,0.5466639384427933,26.7,13113,100,1.327,75.61998341925016
2025-05-21 22:28:58.835,WT901BLE68(4F145CEDD531),0.289,0.884,0.411,-2.747,1.587,-0.732,66.29,-17.64,-94.14,-65.217,-38.925,-16.208,-0.624148748918888,-0.2774572253289585,0.48437007106339297,0.5466639384427933,26.7,13113,100,1.327,75.61998341925016
2025-05-21 22:28:58.924,WT901BLE68(4F145CEDD531),0.303,0.876,0.42,-3.54,7.69,1.709,65.78,-17.51,-93.55,-65.217,-38.925,-16.208,-0.630933778007218,-0.27427903114054686,0.47540298633880906,0.5483480477090106,26.7,13113,100,1.327,75.6307003404955
2025-05-21 22:28:59.370,WT901BLE68(4F145CEDD531),0.291,0.883,0.44,6.042,7.263,-3.601,65.1,-17.11,-92.66,-65.217,-38.925,-16.208,-0.630933778007218,-0.27427903114054686,0.47540298633880906,0.5483480477090106,26.7,13113,100,1.374,75.6307003404955
2025-05-21 22:28:59.127,WT901BLE68(4F145CEDD531),0.273,0.868,0.433,-2.38,10.864,1.038,65.24,-16.61,-92.02,-63.575,-38.875,-17.592,-0.630933778007218,-0.27427903114054686,0.47540298633880906,0.5483480477090106,26.7,13113,100,1.374,75.6307003404955
2025-05-21 22:28:59.237,WT901BLE68(4F145CEDD531),0.25,0.889,0.427,-14.526,14.099,-2.38,63.82,-16.08,-90.95,-63.575,-38.875,-17.592,-0.630933778007218,-0.27427903114054686,0.47540298633880906,0.5483480477090106,26.7,13113,100,1.374,75.6307003404955
2025-05-21 22:28:59.329,WT901BLE68(4F145CEDD531),0.276,0.87,0.444,-15.198,13.489,-1.16,62.03,-15.31,-89.59,-63.575,-38.875,-17.592,-0.6556734002964018,-0.2804742874857068,0.43429212303507775,0.5502880319185803,26.7,13113,100,1.374,76.28841930400708
2025-05-21 22:28:59.440,WT901BLE68(4F145CEDD531),0.268,0.821,0.456,-13.489,24.841,4.639,59.98,-14.79,-87.61,-63.575,-38.875,-17.592,-0.6556734002964018,-0.2804742874857068,0.43429212303507775,0.5502880319185803,26.7,13113,100,1.374,76.28841930400708
2025-05-21 22:28:59.509,WT901BLE68(4F145CEDD531),0.229,0.919,0.471,-29.846,23.315,6.47,57.62,-14.62,-85.19,-60.017,-33.525,-26.925,-0.6556734002964018,-0.2804742874857068,0.43429212303507775,0.5502880319185803,26.7,13113,100,1.374,76.28841930400708
2025-05-21 22:28:59.642,WT901BLE68(4F145CEDD531),0.218,0.799,0.559,-44.739,16.907,-0.854,53.37,-13.62,-83.02,-60.017,-33.525,-26.925,-0.6556734002964018,-0.2804742874857068,0.43429212303507775,0.5502880319185803,26.7,13113,100,1.374,76.28841930400708
2025-05-21 22:28:59.711,WT901BLE68(4F145CEDD531),0.188,0.747,0.641,-35.156,13.489,-2.625,49.42,-12.5,-81.75,-60.017,-33.525,-26.925,-0.7167830030734826,-0.24439466234771,0.3372702343758295,0.5592335509650522,26.7,13113,100,1.374,75.2229680375287
2025-05-21 22:28:59.844,WT901BLE68(4F145CEDD531),0.177,0.714,0.703,-20.203,5.249,-0.61,46.84,-11.85,-81.01,-60.017,-33.525,-26.925,-0.7167830030734826,-0.24439466234771,0.3372702343758295,0.5592335509650522,26.7,13113,100,1.523,75.2229680375287
2025-05-21 22:28:59.916,WT901BLE68(4F145CEDD531),0.17,0.685,0.721,-0.671,-0.122,-3.174,45.98,-11.57,-80.95,-55.617,-24.4,-34.717,-0.7167830030734826,-0.24439466234771,0.3372702343758295,0.5592335509650522,26.7,13113,100,1.523,75.2229680375287
2025-05-21 22:29:00.480,WT901BLE68(4F145CEDD531),0.178,0.716,0.701,17.273,-6.348,-3.845,47.0,-11.4,-81.4,-55.617,-24.4,-34.717,-0.7167830030734826,-0.24439466234771,0.3372702343758295,0.5592335509650522,26.7,13113,100,1.523,75.2229680375287
2025-05-21 22:29:00.117,WT901BLE68(4F145CEDD531),0.205,0.758,0.654,30.273,-13.916,-3.479,49.52,-11.72,-82.54,-55.617,-24.4,-34.717,-0.6977027761079828,-0.2605459740552888,0.3609521299496234,0.5612844123077221,26.7,13113,100,1.523,76.45840532832811
2025-05-21 22:29:00.249,WT901BLE68(4F145CEDD531),0.224,0.807,0.574,37.72,-18.86,-3.113,53.23,-12.46,-84.18,-55.617,-24.4,-34.717,-0.6977027761079828,-0.2605459740552888,0.3609521299496234,0.5612844123077221,26.7,13113,100,1.523,76.45840532832811
2025-05-21 22:29:00.320,WT901BLE68(4F145CEDD531),0.251,0.846,0.5,39.307,-18.555,-1.648,57.4,-13.17,-85.96,-60.083,-35.767,-24.967,-0.6977027761079828,-0.2605459740552888,0.3609521299496234,0.5612844123077221,26.7,13113,100,1.523,76.45840532832811
2025-05-21 22:29:00.454,WT901BLE68(4F145CEDD531),0.258,0.883,0.447,36.072,-16.296,0.916,61.42,-13.94,-87.58,-60.083,-35.767,-24.967,-0.6977027761079828,-0.2605459740552888,0.3609521299496234,0.5612844123077221,26.7,13113,100,1.523,76.45840532832811
2025-05-21 22:29:00.522,WT901BLE68(4F145CEDD531),0.274,0.875,0.405,29.724,-16.418,7.08,64.87,-15.03,-88.87,-60.083,-35.767,-24.967,-0.6414534705682767,-0.3044258847177967,0.46193410338030105,0.5314877326372991,26.7,13113,100,1.523,75.54075187363892
2025-05-21 22:29:00.654,WT901BLE68(4F145CEDD531),0.281,0.898,0.357,25.146,-18.677,6.348,67.83,-16.33,-90.35,-60.083,-35.767,-24.967,-0.6414534705682767,-0.3044258847177967,0.46193410338030105,0.5314877326372991,26.7,13113,100,2.003,75.54075187363892
