time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%),Elapsed_sec,Beta (deg)
2025-05-21 22:28:41.217,WT901BLE68(4F145CEDD531),0.491,0.744,0.492,11.414,-4.028,-3.845,56.52,-28.97,-116.13,-78.317,-39.858,6.85,-0.554324222622605,-0.04886301668321723,0.4939004922091791,0.6681312487902291,25.6,13113,90,0.883,84.12110784126243
2025-05-21 22:28:41.306,WT901BLE68(4F145CEDD531),0.486,0.761,0.461,22.644,-1.953,-2.38,58.35,-28.8,-116.83,-78.317,-39.858,6.85,-0.5425122887696127,-0.06998416525604169,0.5277114078637909,0.6498486771224414,25.6,13113,90,1.303,81.62810045360928
2025-05-21 22:28:41.400,WT901BLE68(4F145CEDD531),0.495,0.771,0.431,20.447,-3.601,-1.343,60.58,-28.8,-117.32,-78.317,-39.858,6.85,-0.5425122887696127,-0.06998416525604169,0.5277114078637909,0.6498486771224414,25.6,13113,90,1.303,81.62810045360928
2025-05-21 22:28:41.509,WT901BLE68(4F145CEDD531),0.523,0.786,0.403,21.545,-7.813,5.31,63.03,-29.1,-117.97,-77.8,-41.725,14.1,-0.5425122887696127,-0.06998416525604169,0.5277114078637909,0.6498486771224414,25.6,13113,90,1.303,81.62810045360928
2025-05-21 22:28:41.620,WT901BLE68(4F145CEDD531),0.527,0.812,0.357,19.592,-10.498,3.479,65.49,-29.76,-118.75,-77.8,-41.725,14.1,-0.5425122887696127,-0.06998416525604169,0.5277114078637909,0.6498486771224414,25.6,13113,90,1.303,81.62810045360928
2025-05-21 22:28:41.713,WT901BLE68(4F145CEDD531),0.531,0.801,0.313,16.479,-5.92,5.615,67.71,-30.53,-119.54,-77.8,-41.725,14.1,-0.5273743600598954,-0.08344543672658562,0.5856381561252222,0.6098697348870291,25.6,13113,90,1.303,75.98407752178467
2025-05-21 22:28:41.803,WT901BLE68(4F145CEDD531),0.51,0.814,0.293,19.836,-3.174,7.019,69.68,-31.13,-120.14,-77.8,-41.725,14.1,-0.5273743600598954,-0.08344543672658562,0.5856381561252222,0.6098697348870291,25.6,13113,90,1.303,75.98407752178467
2025-05-21 22:28:41.913,WT901BLE68(4F145CEDD531),0.533,0.811,0.253,15.015,-5.066,1.221,71.59,-31.5,-120.58,-78.608,-39.592,21.183,-0.5273743600598954,-0.08344543672658562,0.5856381561252222,0.6098697348870291,25.6,13113,90,1.303,75.98407752178467
2025-05-21 22:28:42.500,WT901BLE68(4F145CEDD531),0.525,0.824,0.232,11.536,-11.841,1.282,73.44,-31.79,-121.75,-78.608,-39.592,21.183,-0.5273743600598954,-0.08344543672658562,0.5856381561252222,0.6098697348870291,25.6,13113,90,1.303,75.98407752178467
2025-05-21 22:28:42.117,WT901BLE68(4F145CEDD531),0.546,0.808,0.207,18.738,-20.63,3.113,76.0,-32.54,-123.64,-78.608,-39.592,21.183,-0.4980509094009063,-0.08078501357657365,0.6405997560857888,0.5788359229774799,25.6,13113,90,0.518,71.52773834006784
2025-05-21 22:28:42.206,WT901BLE68(4F145CEDD531),0.558,0.832,0.163,15.625,-19.531,3.235,78.7,-33.02,-125.93,-78.608,-39.592,21.183,-0.4980509094009063,-0.08078501357657365,0.6405997560857888,0.5788359229774799,25.6,13113,90,0.518,71.52773834006784
2025-05-21 22:28:42.342,WT901BLE68(4F145CEDD531),0.573,0.838,0.112,8.118,-21.118,-2.808,81.09,-33.3,-128.36,-77.725,-39.55,32.233,-0.4980509094009063,-0.08078501357657365,0.6405997560857888,0.5788359229774799,25.6,13113,90,0.518,71.52773834006784
2025-05-21 22:28:42.409,WT901BLE68(4F145CEDD531),0.54,0.846,0.095,2.319,-12.939,-3.296,82.34,-33.17,-130.35,-77.725,-39.55,32.233,-0.4980509094009063,-0.08078501357657365,0.6405997560857888,0.5788359229774799,25.6,13113,90,0.518,71.52773834006784
2025-05-21 22:28:42.543,WT901BLE68(4F145CEDD531),0.534,0.852,0.065,8.301,-10.742,-6.531,83.37,-32.79,-131.65,-77.725,-39.55,32.233,-0.4579966679470379,-0.06796247336931896,0.6718344501801379,0.57815104074462,25.6,13113,90,0.518,71.20125543943928
2025-05-21 22:28:42.610,WT901BLE68(4F145CEDD531),0.553,0.824,0.065,-4.639,-9.094,-2.319,84.02,-32.46,-132.66,-77.725,-39.55,32.233,-0.4579966679470379,-0.06796247336931896,0.6718344501801379,0.57815104074462,25.6,13113,90,0.518,71.20125543943928
2025-05-21 22:28:42.723,WT901BLE68(4F145CEDD531),0.549,0.844,0.059,-0.854,-4.822,1.648,84.14,-32.59,-133.26,-76.333,-40.308,34.708,-0.4579966679470379,-0.06796247336931896,0.6718344501801379,0.57815104074462,25.6,13113,90,0.518,71.20125543943928
2025-05-21 22:28:42.814,WT901BLE68(4F145CEDD531),0.546,0.839,0.055,16.541,-6.714,-2.441,85.29,-32.61,-133.78,-76.333,-40.308,34.708,-0.4579966679470379,-0.06796247336931896,0.6718344501801379,0.57815104074462,25.6,13113,90,0.519,71.20125543943928
2025-05-21 22:28:42.926,WT901BLE68(4F145CEDD531),0.529,0.853,0.018,16.724,-4.211,-1.526,87.6,-32.23,-134.49,-76.333,-40.308,34.708,-0.44402869277349566,-0.0763249320551198,0.6980151051691819,0.5565859661330833,25.6,13113,90,0.562,68.36002682956774
2025-05-21 22:28:43.200,WT901BLE68(4F145CEDD531),0.511,0.833,-0.002,7.874,-4.578,0.854,89.11,-32.34,-134.69,-76.333,-40.308,34.708,-0.44402869277349566,-0.0763249320551198,0.6980151051691819,0.5565859661330833,25.6,13113,90,0.562,68.36002682956774
2025-05-21 22:28:43.130,WT901BLE68(4F145CEDD531),0.537,0.828,-0.039,30.579,-1.648,10.193,90.38,-32.87,-134.68,-76.333,-40.308,34.708,-0.44402869277349566,-0.0763249320551198,0.6980151051691819,0.5565859661330833,25.6,13113,90,0.562,68.36002682956774
2025-05-21 22:28:43.202,WT901BLE68(4F145CEDD531),0.591,0.841,-0.075,7.202,-0.793,10.864,93.17,-33.28,-134.94,-75.375,-37.267,41.458,-0.44402869277349566,-0.0763249320551198,0.6980151051691819,0.5565859661330833,25.6,13113,90,0.562,68.36002682956774
2025-05-21 22:28:43.332,WT901BLE68(4F145CEDD531),0.529,0.801,-0.08,2.319,-6.531,0.366,93.69,-33.75,-135.31,-75.375,-37.267,41.458,-0.44402869277349566,-0.0763249320551198,0.6980151051691819,0.5565859661330833,25.6,13113,90,0.562,68.36002682956774
2025-05-21 22:28:43.397,WT901BLE68(4F145CEDD531),0.566,0.799,-0.086,-1.587,3.418,3.784,94.14,-34.08,-135.42,-75.375,-37.267,41.458,-0.44552537940782044,-0.08078460190474464,0.7234312103475269,0.5211796890648387,25.6,13113,90,0.562,63.66037009757092
2025-05-21 22:28:43.534,WT901BLE68(4F145CEDD531),0.542,0.84,-0.101,-8.911,8.057,1.404,93.2,-34.38,-134.96,-75.375,-37.267,41.458,-0.44552537940782044,-0.08078460190474464,0.7234312103475269,0.5211796890648387,25.6,13113,90,0.562,63.66037009757092
2025-05-21 22:28:43.600,WT901BLE68(4F145CEDD531),0.566,0.822,-0.077,-0.061,5.493,-6.409,92.61,-34.02,-133.84,-76.375,-36.75,40.75,-0.44552537940782044,-0.08078460190474464,0.7234312103475269,0.5211796890648387,25.6,13113,90,0.562,63.66037009757092
2025-05-21 22:28:43.738,WT901BLE68(4F145CEDD531),0.551,0.813,-0.062,-2.319,5.066,1.587,92.36,-33.84,-133.26,-76.375,-36.75,40.75,-0.44552537940782044,-0.08078460190474464,0.7234312103475269,0.5211796890648387,25.6,13113,90,0.607,63.66037009757092
2025-05-21 22:28:43.804,WT901BLE68(4F145CEDD531),0.556,0.832,-0.046,0.122,-2.197,0.549,91.92,-33.91,-133.04,-76.375,-36.75,40.75,-0.45691632711454794,-0.08786698586124185,0.7117565881794427,0.5262218372463947,25.6,13113,90,0.607,64.48547213863827
2025-05-21 22:28:43.960,WT901BLE68(4F145CEDD531),0.544,0.825,-0.062,5.249,-0.366,-2.38,92.32,-33.79,-133.16,-76.375,-36.75,40.75,-0.45691632711454794,-0.08786698586124185,0.7117565881794427,0.5262218372463947,25.6,13113,90,0.607,64.48547213863827
2025-05-21 22:28:44.600,WT901BLE68(4F145CEDD531),0.565,0.811,-0.077,19.714,-1.038,5.615,93.61,-33.78,-132.68,-76.917,-36.667,40.642,-0.45691632711454794,-0.08786698586124185,0.7117565881794427,0.5262218372463947,25.6,13113,90,0.607,64.48547213863827
2025-05-21 22:28:44.142,WT901BLE68(4F145CEDD531),0.573,0.801,-0.082,3.662,-4.944,9.644,94.94,-34.63,-133.18,-76.917,-36.667,40.642,-0.45691632711454794,-0.08786698586124185,0.7117565881794427,0.5262218372463947,25.6,13113,90,0.607,64.48547213863827
2025-05-21 22:28:44.231,WT901BLE68(4F145CEDD531),0.553,0.791,-0.089,-4.272,-1.77,-0.305,94.89,-34.88,-133.36,-76.917,-36.667,40.642,-0.45800545012343746,-0.09311517415824547,0.7259003363173027,0.5046080397032274,25.6,13113,90,0.607,61.744736978440244
2025-05-21 22:28:44.367,WT901BLE68(4F145CEDD531),0.562,0.857,-0.115,16.968,-3.113,0.793,96.05,-34.67,-133.38,-76.917,-36.667,40.642,-0.45800545012343746,-0.09311517415824547,0.7259003363173027,0.5046080397032274,25.6,13113,90,0.607,61.744736978440244
2025-05-21 22:28:44.412,WT901BLE68(4F145CEDD531),0.59,0.798,-0.092,-9.766,-0.183,-1.099,95.5,-34.88,-133.24,-77.05,-35.525,41.633,-0.45800545012343746,-0.09311517415824547,0.7259003363173027,0.5046080397032274,25.6,13113,90,0.607,61.744736978440244
2025-05-21 22:28:44.548,WT901BLE68(4F145CEDD531),0.578,0.803,-0.055,-13.062,5.432,1.404,93.9,-34.89,-132.84,-77.05,-35.525,41.633,-0.45800545012343746,-0.09311517415824547,0.7259003363173027,0.5046080397032274,25.6,13113,90,0.654,61.744736978440244
2025-05-21 22:28:44.616,WT901BLE68(4F145CEDD531),0.551,0.818,-0.04,-5.249,4.944,-1.953,92.89,-34.87,-132.19,-77.05,-35.525,41.633,-0.46550022286288056,-0.09238401346582648,0.7151210672145254,0.5132022951980172,25.6,13113,90,0.654,62.859297264201366
2025-05-21 22:28:44.792,WT901BLE68(4F145CEDD531),0.567,0.83,-0.025,-6.104,4.089,1.221,92.57,-34.76,-131.69,-77.05,-35.525,41.633,-0.46550022286288056,-0.09238401346582648,0.7151210672145254,0.5132022951980172,25.6,13113,90,0.654,62.859297264201366
2025-05-21 22:28:44.839,WT901BLE68(4F145CEDD531),0.561,0.817,-0.002,-2.808,3.052,-1.343,91.61,-34.75,-131.16,-77.617,-36.767,38.083,-0.46550022286288056,-0.09238401346582648,0.7151210672145254,0.5132022951980172,25.6,13113,90,0.654,62.859297264201366
2025-05-21 22:28:44.929,WT901BLE68(4F145CEDD531),0.57,0.816,0.009,-8.057,6.409,-2.502,90.85,-34.58,-130.63,-77.617,-36.767,38.083,-0.46550022286288056,-0.09238401346582648,0.7151210672145254,0.5132022951980172,25.6,13113,90,0.655,62.859297264201366
2025-05-21 22:28:45.650,WT901BLE68(4F145CEDD531),0.567,0.816,0.017,-1.526,8.972,0.61,89.51,-34.5,-129.67,-77.617,-36.767,38.083,-0.48018448998548013,-0.09576488412406194,0.6956254777345054,0.5256968111685008,25.6,13113,90,0.655,64.59944399900809
2025-05-21 22:28:45.154,WT901BLE68(4F145CEDD531),0.566,0.822,0.028,-0.244,5.371,0.0,88.46,-34.62,-128.56,-77.617,-36.767,38.083,-0.48018448998548013,-0.09576488412406194,0.6956254777345054,0.5256968111685008,25.6,13113,90,0.655,64.59944399900809
2025-05-21 22:28:45.223,WT901BLE68(4F145CEDD531),0.565,0.809,0.033,-5.432,2.38,-2.319,88.07,-34.5,-128.34,-78.65,-37.65,34.65,-0.48018448998548013,-0.09576488412406194,0.6956254777345054,0.5256968111685008,25.6,13113,90,0.655,64.59944399900809
2025-05-21 22:28:45.335,WT901BLE68(4F145CEDD531),0.553,0.834,0.036,-15.808,2.441,-2.563,86.86,-34.28,-128.17,-78.65,-37.65,34.65,-0.48018448998548013,-0.09576488412406194,0.6956254777345054,0.5256968111685008,25.6,13113,90,0.677,64.59944399900809
2025-05-21 22:28:45.424,WT901BLE68(4F145CEDD531),0.554,0.828,0.069,-10.315,0.916,-2.197,85.63,-33.95,-128.1,-78.65,-37.65,34.65,-0.4854761171255149,-0.09137679800131489,0.6769903648791736,0.5455705878697308,25.6,13113,90,0.678,67.1695145367751
2025-05-21 22:28:45.537,WT901BLE68(4F145CEDD531),0.556,0.838,0.088,-2.93,-1.099,-1.953,85.12,-33.77,-128.11,-78.65,-37.65,34.65,-0.4854761171255149,-0.09137679800131489,0.6769903648791736,0.5455705878697308,25.6,13113,90,0.678,67.1695145367751
2025-05-21 22:28:45.626,WT901BLE68(4F145CEDD531),0.567,0.834,0.082,2.625,-6.104,1.526,85.13,-33.73,-128.42,-77.767,-38.6,32.858,-0.4854761171255149,-0.09137679800131489,0.6769903648791736,0.5455705878697308,25.6,13113,90,0.678,67.1695145367751
2025-05-21 22:28:45.762,WT901BLE68(4F145CEDD531),0.566,0.84,0.067,5.005,-4.517,6.104,86.05,-34.16,-129.32,-77.767,-38.6,32.858,-0.4854761171255149,-0.09137679800131489,0.6769903648791736,0.5455705878697308,25.6,13113,90,0.678,67.1695145367751
2025-05-21 22:28:45.830,WT901BLE68(4F145CEDD531),0.56,0.816,0.055,-2.991,0.183,-1.709,86.03,-34.37,-129.46,-77.767,-38.6,32.858,-0.4803140331139103,-0.08273413970624789,0.6809440718890518,0.5465973496826292,25.6,13113,90,0.678,67.12183910552105
2025-05-21 22:28:45.941,WT901BLE68(4F145CEDD531),0.555,0.821,0.06,-3.235,-0.549,-2.014,85.69,-34.18,-129.46,-77.767,-38.6,32.858,-0.4803140331139103,-0.08273413970624789,0.6809440718890518,0.5465973496826292,25.6,13113,90,0.679,67.12183910552105
2025-05-21 22:28:46.310,WT901BLE68(4F145CEDD531),0.553,0.835,0.069,-2.441,-2.563,-5.005,85.57,-33.9,-129.68,-77.742,-38.967,33.867,-0.4803140331139103,-0.08273413970624789,0.6809440718890518,0.5465973496826292,25.6,13113,90,0.679,67.12183910552105
2025-05-21 22:28:46.145,WT901BLE68(4F145CEDD531),0.549,0.832,0.081,-13.306,-1.465,-2.808,85.03,-33.57,-129.96,-77.742,-38.967,33.867,-0.4803140331139103,-0.08273413970624789,0.6809440718890518,0.5465973496826292,25.6,13113,90,0.721,67.12183910552105
2025-05-21 22:28:46.233,WT901BLE68(4F145CEDD531),0.541,0.832,0.096,-7.324,-1.709,-3.601,84.31,-33.26,-130.24,-77.742,-38.967,33.867,-0.4720474499324885,-0.07767451683457562,0.6717290615761052,0.5656128908368646,25.6,13113,90,0.722,69.62900900516998
2025-05-21 22:28:46.348,WT901BLE68(4F145CEDD531),0.537,0.835,0.087,-1.953,-2.075,-6.775,83.96,-32.81,-130.5,-77.742,-38.967,33.867,-0.4720474499324885,-0.07767451683457562,0.6717290615761052,0.5656128908368646,25.6,13113,90,0.722,69.62900900516998
2025-05-21 22:28:46.460,WT901BLE68(4F145CEDD531),0.532,0.844,0.09,-0.549,-1.953,-1.77,84.03,-32.55,-130.77,-76.442,-40.992,32.717,-0.4720474499324885,-0.07767451683457562,0.6717290615761052,0.5656128908368646,25.6,13113,90,0.722,69.62900900516998
2025-05-21 22:28:46.547,WT901BLE68(4F145CEDD531),0.533,0.844,0.085,0.122,-1.709,-1.77,84.16,-32.38,-130.93,-76.442,-40.992,32.717,-0.4720474499324885,-0.07767451683457562,0.6717290615761052,0.5656128908368646,25.6,13113,90,0.722,69.62900900516998
2025-05-21 22:28:46.639,WT901BLE68(4F145CEDD531),0.523,0.848,0.082,2.014,-3.357,-2.991,84.46,-32.22,-131.2,-76.442,-40.992,32.717,-0.46225188305105336,-0.08005552169580897,0.6737864732958693,0.57089937683035,25.6,13113,90,0.722,70.4073918602198
2025-05-21 22:28:46.752,WT901BLE68(4F145CEDD531),0.498,0.854,0.076,0.183,-2.991,-4.761,84.87,-31.87,-131.61,-76.442,-40.992,32.717,-0.46225188305105336,-0.08005552169580897,0.6737864732958693,0.57089937683035,25.6,13113,90,0.722,70.4073918602198
2025-05-21 22:28:46.842,WT901BLE68(4F145CEDD531),0.461,0.872,0.065,5.432,-7.446,-29.602,85.44,-30.31,-132.29,-73.283,-42.975,34.292,-0.46225188305105336,-0.08005552169580897,0.6737864732958693,0.57089937683035,25.6,13113,90,0.722,70.4073918602198
2025-05-21 22:28:46.952,WT901BLE68(4F145CEDD531),0.457,0.905,0.073,-6.775,-2.136,-3.906,85.97,-28.0,-133.17,-73.283,-42.975,34.292,-0.46225188305105336,-0.08005552169580897,0.6737864732958693,0.57089937683035,25.6,13113,90,0.767,70.4073918602198
2025-05-21 22:28:47.230,WT901BLE68(4F145CEDD531),0.42,0.888,0.076,-12.939,1.282,-11.169,85.17,-27.27,-133.11,-73.283,-42.975,34.292,-0.4318463762115889,-0.10065614785256918,0.6665707126495075,0.5992165988107542,25.6,13113,90,0.767,74.83405134788683
2025-05-21 22:28:47.154,WT901BLE68(4F145CEDD531),0.319,0.879,0.117,-27.222,0.732,-25.696,82.41,-26.26,-132.88,-73.283,-42.975,34.292,-0.4318463762115889,-0.10065614785256918,0.6665707126495075,0.5992165988107542,25.6,13113,90,0.767,74.83405134788683
2025-05-21 22:28:47.223,WT901BLE68(4F145CEDD531),0.304,0.925,0.151,15.564,3.113,-101.563,81.94,-18.62,-133.82,-63.908,-52.742,30.817,-0.4318463762115889,-0.10065614785256918,0.6665707126495075,0.5992165988107542,25.6,13113,90,0.767,74.83405134788683
2025-05-21 22:28:47.357,WT901BLE68(4F145CEDD531),0.28,0.914,0.139,-1.648,1.038,8.911,80.94,-17.5,-133.6,-63.908,-52.742,30.817,-0.4318463762115889,-0.10065614785256918,0.6665707126495075,0.5992165988107542,25.6,13113,90,0.767,74.83405134788683
2025-05-21 22:28:47.428,WT901BLE68(4F145CEDD531),0.327,0.969,0.151,2.93,-0.916,-0.183,81.4,-17.68,-133.41,-63.908,-52.742,30.817,-0.39027838906300016,-0.14651690355563,0.637730048443282,0.6477005182299834,25.6,13113,90,0.767,83.22136628456845
2025-05-21 22:28:47.562,WT901BLE68(4F145CEDD531),0.313,0.951,0.166,-23.499,-0.244,18.555,80.67,-18.41,-133.15,-63.908,-52.742,30.817,-0.39027838906300016,-0.14651690355563,0.637730048443282,0.6477005182299834,25.6,13113,90,0.768,83.22136628456845
2025-05-21 22:28:47.630,WT901BLE68(4F145CEDD531),0.326,0.95,0.208,-26.306,2.93,-25.024,77.53,-18.38,-132.6,-63.533,-54.058,26.758,-0.39027838906300016,-0.14651690355563,0.637730048443282,0.6477005182299834,25.6,13113,90,0.768,83.22136628456845
2025-05-21 22:28:47.762,WT901BLE68(4F145CEDD531),0.278,0.923,0.208,7.08,2.258,-3.723,77.62,-17.8,-132.41,-63.533,-54.058,26.758,-0.39027838906300016,-0.14651690355563,0.637730048443282,0.6477005182299834,25.6,13113,90,0.809,83.22136628456845
2025-05-21 22:28:47.831,WT901BLE68(4F145CEDD531),0.204,0.933,0.207,4.761,0.61,-7.996,78.61,-17.09,-132.15,-63.533,-54.058,26.758,-0.3888158886319967,-0.15705045693245392,0.6140508855138564,0.6686545212022925,25.6,13113,90,0.809,86.76263775471922
2025-05-21 22:28:47.967,WT901BLE68(4F145CEDD531),0.164,0.904,0.198,-1.404,0.122,-38.086,78.13,-14.6,-132.38,-63.533,-54.058,26.758,-0.3888158886319967,-0.15705045693245392,0.6140508855138564,0.6686545212022925,25.6,13113,90,0.809,86.76263775471922
2025-05-21 22:28:48.350,WT901BLE68(4F145CEDD531),0.18,0.954,0.196,-0.305,0.916,2.197,78.51,-10.74,-133.02,-56.65,-57.667,27.75,-0.3888158886319967,-0.15705045693245392,0.6140508855138564,0.6686545212022925,25.6,13113,90,0.809,86.76263775471922
2025-05-21 22:28:48.169,WT901BLE68(4F145CEDD531),0.221,0.984,0.186,19.287,-10.559,14.526,80.06,-11.56,-133.14,-56.65,-57.667,27.75,-0.3888158886319967,-0.15705045693245392,0.6140508855138564,0.6686545212022925,25.6,13113,90,0.809,86.76263775471922
2025-05-21 22:28:48.238,WT901BLE68(4F145CEDD531),0.203,0.944,0.148,2.014,-4.211,1.526,80.91,-12.8,-133.58,-56.65,-57.667,27.75,-0.3655365447107186,-0.17485269753829455,0.6251954007439078,0.6670384393220492,25.6,13113,90,0.81,87.19295911967171
2025-05-21 22:28:48.370,WT901BLE68(4F145CEDD531),0.219,0.979,0.156,4.395,0.732,3.967,80.75,-13.01,-133.47,-56.65,-57.667,27.75,-0.3655365447107186,-0.17485269753829455,0.6251954007439078,0.6670384393220492,25.6,13113,90,0.81,87.19295911967171
2025-05-21 22:28:48.440,WT901BLE68(4F145CEDD531),0.233,0.979,0.16,1.16,2.258,10.498,81.01,-13.41,-132.98,-59.158,-55.75,29.783,-0.3655365447107186,-0.17485269753829455,0.6251954007439078,0.6670384393220492,25.6,13113,90,0.81,87.19295911967171
2025-05-21 22:28:48.575,WT901BLE68(4F145CEDD531),0.253,0.938,0.166,2.38,-1.587,9.399,80.67,-14.79,-132.45,-59.158,-55.75,29.783,-0.3655365447107186,-0.17485269753829455,0.6251954007439078,0.6670384393220492,25.6,13113,90,0.856,87.19295911967171
2025-05-21 22:28:48.642,WT901BLE68(4F145CEDD531),0.237,0.963,0.164,-3.174,-2.197,-3.54,80.77,-14.92,-132.48,-59.158,-55.75,29.783,-0.3798998053959293,-0.16913881774932488,0.625922631355318,0.659764395635086,25.6,13113,90,0.857,85.85929725050092
2025-05-21 22:28:48.754,WT901BLE68(4F145CEDD531),0.24,0.969,0.164,-0.854,-0.305,-0.366,80.51,-14.56,-132.49,-59.158,-55.75,29.783,-0.3798998053959293,-0.16913881774932488,0.625922631355318,0.659764395635086,25.6,13113,90,0.857,85.85929725050092
2025-05-21 22:28:48.843,WT901BLE68(4F145CEDD531),0.245,0.978,0.157,1.099,-1.526,0.061,80.6,-14.53,-132.48,-59.767,-56.008,29.75,-0.3798998053959293,-0.16913881774932488,0.625922631355318,0.659764395635086,25.6,13113,90,0.857,85.85929725050092
2025-05-21 22:28:48.954,WT901BLE68(4F145CEDD531),0.247,0.958,0.142,-0.305,1.465,0.977,80.55,-14.58,-132.34,-59.767,-56.008,29.75,-0.3798998053959293,-0.16913881774932488,0.625922631355318,0.659764395635086,25.6,13113,90,0.857,85.85929725050092
2025-05-21 22:28:49.470,WT901BLE68(4F145CEDD531),0.225,0.96,0.143,-1.709,7.507,2.136,80.34,-14.59,-131.72,-59.767,-56.008,29.75,-0.38936449401648215,-0.17552104162128931,0.6214390932908049,0.6568113184753813,25.6,13113,90,0.857,85.66530722746057
2025-05-21 22:28:49.159,WT901BLE68(4F145CEDD531),0.252,0.955,0.159,0.244,4.028,3.723,80.08,-14.71,-130.87,-59.767,-56.008,29.75,-0.38936449401648215,-0.17552104162128931,0.6214390932908049,0.6568113184753813,25.6,13113,90,0.857,85.66530722746057
2025-05-21 22:28:49.249,WT901BLE68(4F145CEDD531),0.248,0.965,0.174,0.061,-2.991,3.662,80.13,-14.99,-130.63,-61.067,-55.458,29.925,-0.38936449401648215,-0.17552104162128931,0.6214390932908049,0.6568113184753813,25.6,13113,90,0.857,85.66530722746057
2025-05-21 22:28:49.384,WT901BLE68(4F145CEDD531),0.27,0.97,0.185,-2.869,-8.484,3.357,80.18,-15.34,-131.14,-61.067,-55.458,29.925,-0.38936449401648215,-0.17552104162128931,0.6214390932908049,0.6568113184753813,25.6,13113,90,0.877,85.66530722746057
2025-05-21 22:28:49.452,WT901BLE68(4F145CEDD531),0.245,0.936,0.182,-1.16,-1.343,1.831,80.09,-15.6,-131.65,-61.067,-55.458,29.925,-0.3937682067647358,-0.16459179018982126,0.6223245789240611,0.6561770038719614,25.6,13113,90,0.877,85.14222866507228
2025-05-21 22:28:49.587,WT901BLE68(4F145CEDD531),0.28,0.968,0.17,0.244,-7.507,3.54,79.75,-16.03,-131.48,-61.067,-55.458,29.925,-0.3937682067647358,-0.16459179018982126,0.6223245789240611,0.6561770038719614,25.6,13113,90,0.877,85.14222866507228
2025-05-21 22:28:49.656,WT901BLE68(4F145CEDD531),0.284,0.949,0.164,-2.869,-5.859,4.211,79.56,-16.48,-131.92,-61.067,-55.458,29.925,-0.3937682067647358,-0.16459179018982126,0.6223245789240611,0.6561770038719614,25.6,13113,90,0.878,85.14222866507228
2025-05-21 22:28:49.795,WT901BLE68(4F145CEDD531),0.285,0.936,0.175,0.549,-4.517,2.319,79.84,-16.8,-132.35,-61.9,-54.308,29.742,-0.3937682067647358,-0.16459179018982126,0.6223245789240611,0.6561770038719614,25.6,13113,90,0.878,85.14222866507228
2025-05-21 22:28:49.857,WT901BLE68(4F145CEDD531),0.287,0.951,0.199,-2.136,-3.784,1.16,79.92,-16.95,-132.56,-61.9,-54.308,29.742,-0.3903182531164091,-0.15006086212846134,0.6270553892913465,0.6572175725755478,25.6,13113,90,0.878,84.77347579576556
